,Unnamed: 0,release_date,Title,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,genre,Director,Writer,Actors,Runtime,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,BoxOffice
1743,1744,8/13/2004,Yu-Gi-Oh,20000000,19762690,28762690,Warner Bros.,PG,Adventure,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found
1744,1745,3/23/2007,Reign Over Me,20000000,19661987,20081987,Sony Pictures,R,Drama,Mike Binder,Mike Binder,"Adam Sandler, Don Cheadle, Jada Pinkett Smith",124 min,English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BOTYyMTExNTgwNF5BMl5BanBnXkFtZTcwMDY4MTEzMw@@._V1_SX300.jpg,61,7.4,"98,757","$19,661,987 "
1745,1746,9/19/2008,My Best Friend's Girl,20000000,19219250,34787111,Lionsgate,R,Comedy,Howard Deutch,Jordan Cahan,"Kate Hudson, Dane Cook, Jason Biggs",101 min,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTg4MDg5NjE3Nl5BMl5BanBnXkFtZTcwNzc4ODQ3MQ@@._V1_SX300.jpg,34,5.8,"45,731","$19,219,250 "
1746,1747,5/11/2007,Georgia Rule,20000000,18882880,20819601,Universal,R,Drama,Garry Marshall,Mark Andrus,"Jane Fonda, Lindsay Lohan, Felicity Huffman",113 min,English,United States,3 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMTM2MDc3MTI0Nl5BMl5BanBnXkFtZTcwMzQ4ODU0MQ@@._V1_SX300.jpg,25,5.9,"26,030","$19,103,072 "
1747,1748,7/31/1981,Under the Rainbow,20000000,18826490,18826490,Warner Bros.,,Comedy,Steve Rash,"Fred Bauer, Pat Bradley, Pat McCormick","Chevy Chase, Carrie Fisher, Eve Arden",98 min,English,United States,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BYWRiMTVlYTUtY2YzOC00MDQyLWI1OWEtZjliN2EyNTNmNzk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,5.3,"2,947","$18,826,490 "
1748,1749,4/12/1985,Ladyhawke,20000000,18400000,18400000,Warner Bros.,,Action,Richard Donner,"Edward Khmara, Michael Thomas, Tom Mankiewicz","Matthew Broderick, Rutger Hauer, Michelle Pfeiffer",121 min,English,"United States, Italy, United Kingdom",Nominated for 2 Oscars. 5 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BZjhkMmFmMGMtZTIwMy00NGE0LThkZWQtOWNjMDQ1NTY4MmNjXkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_SX300.jpg,64,6.9,"49,816","$18,432,000 "
1749,1750,9/21/2007,Into the Wild,20000000,18354356,56822960,Paramount Vantage,R,Drama,Sean Penn,"Sean Penn, Jon Krakauer","Emile Hirsch, Vince Vaughn, Catherine Keener",148 min,"English, Danish",United States,Nominated for 2 Oscars. 23 wins & 106 nominations total,https://m.media-amazon.com/images/M/MV5BNjQ0ODlhMWUtNmUwMS00YjExLWI4MjQtNjVmMmE2Y2E0MGRmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,73,8.1,"645,490","$18,354,356 "
1750,1751,9/11/1998,Simon Birch,20000000,18253415,18310591,Walt Disney,PG,Drama,Mark Steven Johnson,"Mark Steven Johnson, John Irving","Ian Michael Smith, Joseph Mazzello, Ashley Judd",114 min,English,United States,3 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BN2ZlNDkzY2ItNTkxMi00NzY3LTgyZDItZTI5MjczMzVmNGViXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg,39,6.8,"21,968","$18,253,415 "
1751,1752,2/11/2005,Pooh's Heffalump Movie,20000000,18098433,55686944,Walt Disney,G,Adventure,Frank Nissen,"Brian Hohlfeld, Evan Spiliotopoulos, A.A. Milne","Jim Cummings, Brenda Blethyn, Kyle Stanger",68 min,English,"United States, Japan, Germany",1 nomination,https://m.media-amazon.com/images/M/MV5BMTUyOTk5MDM4N15BMl5BanBnXkFtZTcwMTM0NDcyMQ@@._V1_SX300.jpg,64,6.4,"8,172","$18,098,433 "
1752,1753,9/29/2006,School for Scoundrels,20000000,17807569,17807569,MGM,PG-13,Comedy,Todd Phillips,"Todd Phillips, Scot Armstrong, Hal E. Chester","Billy Bob Thornton, Jon Heder, Jacinda Barrett",100 min,English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMjE4MDQ4NjMxMl5BMl5BanBnXkFtZTYwMDE0NzU3._V1_SX300.jpg,44,5.9,"30,315","$17,807,569 "
1753,1754,10/26/2012,Silent Hill: Revelation 3D,20000000,17530219,55975672,Open Road,R,Horror,Éric Pinéda,N/A,"Maxime Alexandre, M.J. Bassett, Sean Bean, Don Carmody",63 min,English,France,N/A,N/A,N/A,N/A,N/A,N/A
1754,1755,11/3/1995,Home for the Holidays,20000000,17468887,22119269,Paramount Pictures,PG-13,Comedy,Jodie Foster,"Chris Radant, W.D. Richter","Holly Hunter, Anne Bancroft, Robert Downey Jr.",103 min,English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMjc4Y2M1YTktNmY2Zi00NWRkLThmMWEtNGNlODQ5YTYwMDhlXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,56,6.5,"13,965","$17,519,169 "
1755,1756,3/31/2017,The Zookeeper’s Wife,20000000,17445186,24521550,Focus Features,PG-13,Drama,Niki Caro,"Angela Workman, Diane Ackerman","Jessica Chastain, Johan Heldenbergh, Daniel Brühl",127 min,"Hebrew, Polish, English, German","Czech Republic, United Kingdom, United States",2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BNTY3YmZmYmMtZjc3Zi00N2VjLWE5ZGMtN2M0ODkzOGQ5M2UyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTk1MTQ3NDI@._V1_SX300.jpg,57,7,"45,470","$17,571,660 "
1756,1757,2/20/2009,Fired Up,20000000,17231291,18608570,Sony Pictures,PG-13,Comedy,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found
1757,1758,4/8/2005,Kung Fu Hustle,20000000,17104669,102034104,Sony Pictures Classics,R,Action,Stephen Chow,"Stephen Chow, Kan-Cheung Tsang, Xin Huo","Stephen Chow, Wah Yuen, Qiu Yuen",99 min,"Cantonese, Mandarin","Hong Kong, China, United States",Nominated for 1 BAFTA Award25 wins & 47 nominations total,https://m.media-amazon.com/images/M/MV5BMjZiOTNlMzYtZWYwZS00YWJjLTk5NDgtODkwNjRhMDI0MjhjXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg,78,7.7,"147,325","$17,108,591 "
1758,1759,7/26/2002,The Country Bears,20000000,16988996,16988996,Walt Disney,G,Adventure,Peter Hastings,Mark Perez,"Haley Joel Osment, Diedrich Bader, Candy Ford",88 min,English,United States,4 nominations,https://m.media-amazon.com/images/M/MV5BMTk0ODU4NDUwOF5BMl5BanBnXkFtZTYwNTI0MTk2._V1_SX300.jpg,37,4.2,"5,972","$16,990,825 "
1759,1760,3/16/2007,Dead Silence,20000000,16574590,20614661,Universal,R,Horror,James Wan,"Leigh Whannell, James Wan","Ryan Kwanten, Amber Valletta, Donnie Wahlberg",89 min,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjEyNDQwMTQ3OV5BMl5BanBnXkFtZTcwMTY5MzI0MQ@@._V1_SX300.jpg,34,6.1,"99,676","$16,809,076 "
1760,1761,11/21/2003,21 Grams,20000000,16248701,59667625,Focus Features,R,Drama,Alejandro G. Iñárritu,Guillermo Arriaga,"Sean Penn, Benicio Del Toro, Naomi Watts",124 min,English,United States,Nominated for 2 Oscars. 30 wins & 79 nominations total,https://m.media-amazon.com/images/M/MV5BMjA4MjI2OTM5N15BMl5BanBnXkFtZTcwNDA1NjUzMw@@._V1_SX300.jpg,70,7.6,"243,001","$16,290,476 "
1761,1762,12/14/2007,The Kite Runner,20000000,15800078,74180745,Paramount Vantage,PG-13,Drama,Marc Forster,"David Benioff, Khaled Hosseini","Khalid Abdalla, Ahmad Khan Mahmoodzada, Atossa Leoni",128 min,"Arabic, Dari, English, Pashtu, Russian, Urdu","United Kingdom, China, United States",Nominated for 1 Oscar. 6 wins & 25 nominations total,https://m.media-amazon.com/images/M/MV5BOWM5Yzg4ODctM2ViMC00ZGEzLWI2YzEtZDYwY2E4YTBhYTY1XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,61,7.6,"81,848","$15,800,078 "
1762,1763,2/15/1965,The Greatest Story Ever Told,20000000,15473333,15473333,MGM,G,Drama,"George Stevens, David Lean, Jean Negulesco","Fulton Oursler, Henry Denker, James Lee Barrett","Max von Sydow, Dorothy McGuire, Charlton Heston",260 min,English,United States,Nominated for 5 Oscars. 1 win & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMTU4NDQ3Mzg3Ml5BMl5BanBnXkFtZTcwNjg5MTkzNA@@._V1_SX300.jpg,N/A,6.5,"11,290",N/A
1763,1764,3/6/1998,Twilight,20000000,15055091,15055091,Paramount Pictures,R,Drama,Catherine Hardwicke,"Melissa Rosenberg, Stephenie Meyer","Kristen Stewart, Robert Pattinson, Billy Burke",122 min,English,United States,33 wins & 16 nominations,https://m.media-amazon.com/images/M/MV5BMTQ2NzUxMTAxN15BMl5BanBnXkFtZTcwMzEyMTIwMg@@._V1_SX300.jpg,56,5.3,"477,457","$193,962,473 "
1764,1765,8/29/2008,Disaster Movie,20000000,14190901,36720752,Lionsgate,PG-13,Comedy,"Jason Friedberg, Aaron Seltzer","Jason Friedberg, Aaron Seltzer","Carmen Electra, Vanessa Lachey, Nicole Parker",87 min,English,United States,1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BMTIzMDQyNDgwNl5BMl5BanBnXkFtZTcwMDA0MTc3MQ@@._V1_SX300.jpg,15,1.9,"93,750","$14,190,901 "
1765,1766,11/14/1997,The Man Who Knew Too Little,20000000,13801755,13801755,Warner Bros.,PG,Comedy,Jon Amiel,"Robert Farrar, Howard Franklin","Bill Murray, Joanne Whalley, Peter Gallagher",94 min,English,"United States, Germany",N/A,https://m.media-amazon.com/images/M/MV5BZTA2OTNiZWQtNTBlNi00OGNjLTkzMzgtOTZiZDY2ZWIyNTY1XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,N/A,6.6,"33,776","$13,717,039 "
1766,1767,10/30/2015,Burnt,20000000,13651946,36780895,Weinstein Co.,R,Comedy,John Wells,"Steven Knight, Michael Kalesniko","Bradley Cooper, Sienna Miller, Daniel Brühl",101 min,"English, French, Italian","United States, United Kingdom",6 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BNjEzNTk2OTEwNF5BMl5BanBnXkFtZTgwNzExMTg0NjE@._V1_SX300.jpg,42,6.6,"128,850","$13,651,946 "
1767,1768,4/30/2004,Envy,20000000,13548322,14566246,Dreamworks SKG,PG-13,Comedy,Barry Levinson,Steve Adams,"Ben Stiller, Jack Black, Rachel Weisz",99 min,"English, Italian",United States,3 nominations,https://m.media-amazon.com/images/M/MV5BNTA5OTcyZmEtODUxZS00MWRhLTkxODItYmNmNGMwZDg3ZTFmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,31,4.8,"31,920","$13,562,325 "
1768,1769,10/13/2006,One Night with the King,20000000,13395961,13725032,Rocky Mountain Pict…,PG,Drama,Michael O. Sajbel,"Stephan Blinn, Mark Andrew Olsen, Tommy Tenney","Tiffany Dupont, Luke Goss, John Noble",123 min,English,United States,2 wins,https://m.media-amazon.com/images/M/MV5BMTQ0NzQwNjcxOV5BMl5BanBnXkFtZTcwNDM0MDczMQ@@._V1_SX300.jpg,38,6,"7,649","$13,395,961 "
1769,1770,10/21/1994,Bullets Over Broadway,20000000,13383747,13383747,Miramax,R,Comedy,Woody Allen,"Woody Allen, Douglas McGrath","John Cusack, Dianne Wiest, Jennifer Tilly",98 min,English,United States,Won 1 Oscar. 22 wins & 29 nominations total,https://m.media-amazon.com/images/M/MV5BMTkzOWI3MjQtMzBjMi00ZTA0LTkyYmQtNDcxMTdlZGEzNTY3XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,N/A,7.4,"40,849","$13,383,747 "
1770,1771,11/22/2002,The Quiet American,20000000,12987647,26348203,Miramax,R,Drama,Phillip Noyce,"Graham Greene, Christopher Hampton, Robert Schenkkan","Michael Caine, Brendan Fraser, Do Thi Hai Yen",101 min,"English, French, Vietnamese","United Kingdom, Germany, United States, Vietnam, Australia, France, Canada, New Zealand",Nominated for 1 Oscar. 13 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BNzk0ZjMwOTQtYzAwYS00MmY3LTg1MDAtYzAzMWM5ZjUxMGQyXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,84,7,"29,345","$12,988,801 "
1771,1772,9/2/2016,The Light Between Oceans,20000000,12545979,21748977,Walt Disney,PG-13,Drama,Derek Cianfrance,"Derek Cianfrance, M.L. Stedman","Michael Fassbender, Alicia Vikander, Rachel Weisz",133 min,English,"United Kingdom, India, Australia, New Zealand, United States",1 win & 16 nominations,https://m.media-amazon.com/images/M/MV5BNTI1NzQzMjgxOF5BMl5BanBnXkFtZTgwOTY1OTY2OTE@._V1_SX300.jpg,60,7.2,"59,116","$12,545,979 "
1772,1773,10/28/2005,The Weather Man,20000000,12482775,15466961,Paramount Pictures,R,Drama,Gore Verbinski,Steve Conrad,"Nicolas Cage, Hope Davis, Nicholas Hoult",102 min,English,"United States, Germany",N/A,https://m.media-amazon.com/images/M/MV5BMTQ4NzAxMTE3Ml5BMl5BanBnXkFtZTYwMDAwMjY3._V1_SX300.jpg,61,6.6,"82,335","$12,482,775 "
1773,1774,8/23/2002,Undisputed,20000000,12398628,12398628,Miramax,R,Drama,Walter Hill,"David Giler, Walter Hill","Wesley Snipes, Ving Rhames, Peter Falk",94 min,"English, German","United States, Germany, Japan",2 nominations,https://m.media-amazon.com/images/M/MV5BMmE1NjQ0MDAtMTFhMC00OTgxLTg0ODktMGI2YmE2ZTU4YjhjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,58,6.1,"33,795","$12,764,657 "
1774,1775,3/27/2009,12 Rounds,20000000,12234694,17306648,20th Century Fox,PG-13,Action,Renny Harlin,Daniel Kunka,"John Cena, Ashley Scott, Aidan Gillen",108 min,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNjdmZDI0YTctZDcxNy00OTQxLTllYjItYTc4NDFhYjk5MTQ4XkEyXkFqcGdeQXVyMTUyOTc1NDYz._V1_SX300.jpg,38,5.6,"30,062","$12,234,694 "
1775,1776,5/6/1994,3 Ninjas Kick Back,20000000,11744960,11744960,Walt Disney,PG,Action,Charles T. Kanganis,"Shin Sang-ok, Mark Saltzman","Victor Wong, Max Elliott Slade, Sean Fox",93 min,English,"United States, Japan",3 nominations,https://m.media-amazon.com/images/M/MV5BMzFiNWI1MDQtMjg3Mi00YjIxLWI2NDktNjI0MmNiNjRjMDI5XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,39,4.5,"9,698","$11,798,854 "
1776,1777,2/22/2008,Be Kind Rewind,20000000,11175164,30894247,New Line,PG-13,Comedy,Michel Gondry,Michel Gondry,"Jack Black, Yasiin Bey, Danny Glover",102 min,English,"United Kingdom, France, United States",4 nominations,https://m.media-amazon.com/images/M/MV5BMTU4MjY2MTU2MV5BMl5BanBnXkFtZTYwNjUzODc4._V1_SX300.jpg,52,6.4,"93,274","$11,175,164 "
1777,1778,12/9/2005,Mrs. Henderson Presents,20000000,11036366,27836366,Weinstein Co.,R,Comedy,Stephen Frears,"David Rose, Kathy Rose, Martin Sherman","Judi Dench, Bob Hoskins, Christopher Guest",103 min,English,"United Kingdom, United States",Nominated for 2 Oscars. 7 wins & 33 nominations total,https://m.media-amazon.com/images/M/MV5BZDNlZjFlZWItMGRkNy00ZGE0LTk2OGEtNjdmOTM5NDIzMzNmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,71,7,"16,225","$11,036,366 "
1778,1779,12/15/1989,We're No Angels,20000000,10555348,10555348,Paramount Pictures,PG-13,Comedy,Neil Jordan,"David Mamet, Ranald MacDougall, Albert Husson","Robert De Niro, Sean Penn, Demi Moore",106 min,"Croatian, Persian, English, French, Latin",United States,N/A,https://m.media-amazon.com/images/M/MV5BNmVkYzY0YWMtYTdjZS00NTYxLWJhODItZTE2MDdhYzZlZWZlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,48,6.1,"24,280","$10,555,348 "
1779,1780,8/31/2007,Death Sentence,20000000,9534258,16907831,20th Century Fox,R,Action,James Wan,"Ian Mackenzie Jeffers, Brian Garfield","Kevin Bacon, John Goodman, Kelly Preston",105 min,English,United States,3 nominations,https://m.media-amazon.com/images/M/MV5BZWMzY2QxMjYtYTYwMy00YjMyLTgxODUtNWNhODgxNGU0YTk5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,36,6.7,"73,916","$9,534,258 "
1780,1781,6/3/2016,Popstar: Never Stop Never Stopping,20000000,9496130,9537120,Universal,R,Comedy,"Akiva Schaffer, Jorma Taccone","Andy Samberg, Akiva Schaffer, Jorma Taccone","Andy Samberg, Jorma Taccone, Akiva Schaffer",87 min,English,"United States, China",1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BMjMxMzk2ODI4N15BMl5BanBnXkFtZTgwNzgzNzQ5ODE@._V1_SX300.jpg,68,6.7,"66,434","$9,639,125 "
1781,1782,10/27/2017,Thank You for Your Service,20000000,9479390,9985316,Universal,R,Drama,Jason Hall,"David Finkel, Jason Hall","Miles Teller, Beulah Koale, Joe Cole",109 min,English,"United States, India",1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTA0NTM5NzgzMjJeQTJeQWpwZ15BbWU4MDAwODc3NjIy._V1_SX300.jpg,68,6.6,"15,190","$9,536,300 "
1782,1783,12/4/2009,Everybody's Fine,20000000,9208876,9208876,Miramax,PG-13,Drama,Kirk Jones,"Kirk Jones, Giuseppe Tornatore, Tonino Guerra","Robert De Niro, Kate Beckinsale, Sam Rockwell",99 min,English,United States,1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BMTM1NzEwNzA5MV5BMl5BanBnXkFtZTcwNTE0NjAyMw@@._V1_SX300.jpg,47,7.1,"63,249","$9,208,876 "
1783,1784,8/27/2004,Superbabies: Baby Geniuses 2,20000000,9109322,9355369,Sony Pictures,PG,Adventure,Bob Clark,"Robert Grasmere, Francisca Matos, Steven Paul","Jon Voight, Scott Baio, Vanessa Angel",88 min,English,"Germany, United Kingdom, United States",13 nominations,https://m.media-amazon.com/images/M/MV5BNjY4NjM3MjQ2OF5BMl5BanBnXkFtZTcwOTc3NzYyMQ@@._V1_SX300.jpg,9,1.5,"31,576","$9,219,388 "
1784,1785,9/20/2013,Battle of the Year,20000000,8888355,16723377,Sony Pictures,PG-13,Drama,Benson Lee,"Brin Hill, Chris Parker, Benson Lee","Josh Holloway, Laz Alonso, Josh Peck",110 min,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BOTY2OTcyNzM3NF5BMl5BanBnXkFtZTgwNzgxMjkxMDE@._V1_SX300.jpg,29,5,"9,555","$8,888,355 "
1785,1786,4/29/2016,Ratchet and Clank,20000000,8813410,12769469,Focus Features,PG,Adventure,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found
1786,1787,8/17/2007,Death at a Funeral,20000000,8580428,46790428,MGM,R,Comedy,Frank Oz,Dean Craig,"Matthew Macfadyen, Peter Dinklage, Ewen Bremner",90 min,English,"United States, Germany, United Kingdom, Netherlands",3 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BMjE4OTIyNTM1MF5BMl5BanBnXkFtZTcwMjUzNTg0MQ@@._V1_SX300.jpg,67,7.3,"119,273","$8,580,428 "
1787,1788,9/9/2005,The Man,20000000,8330720,10393696,New Line,PG-13,Comedy,Les Mayfield,"Jim Piddock, Margaret Oberman, Stephen Carpenter","Samuel L. Jackson, Eugene Levy, Miguel Ferrer",83 min,"Spanish, English","United States, Germany",1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BODcwMDU0NjU3NF5BMl5BanBnXkFtZTYwOTI3MDc2._V1_SX300.jpg,33,5.5,"26,400","$8,330,720 "
1788,1789,1/5/2007,Code Name: The Cleaner,20000000,8135024,8135024,New Line,PG-13,Comedy,Les Mayfield,"Robert Adetuyi, George Gallo","Cedric The Entertainer, Lucy Liu, Nicollette Sheridan",84 min,English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BODM0ODg1NDI0NF5BMl5BanBnXkFtZTcwMjk0NzA0MQ@@._V1_SX300.jpg,33,4.6,"12,054","$8,135,024 "
1789,1790,12/12/2014,Inherent Vice,20000000,8110975,14772346,Warner Bros.,R,Drama,Paul Thomas Anderson,"Paul Thomas Anderson, Thomas Pynchon","Joaquin Phoenix, Josh Brolin, Owen Wilson",148 min,"English, Japanese",United States,Nominated for 2 Oscars. 15 wins & 98 nominations total,https://m.media-amazon.com/images/M/MV5BOTVhMjA0OWEtNzY4MS00YWY0LThlOWYtOWNkYjUwMzE5NDYwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,81,6.6,"108,732","$8,110,975 "
1790,1791,4/16/2004,Connie & Carla,20000000,8047525,8047525,Universal,PG-13,Comedy,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found,Movie not found
1791,1792,10/11/2013,Machete Kills,20000000,8008161,18273009,Open Road,R,Action,Robert Rodriguez,"Kyle Ward, Robert Rodriguez, Marcel Rodriguez","Danny Trejo, Alexa PenaVega, Mel Gibson",107 min,"English, Spanish","United States, Russia",3 nominations,https://m.media-amazon.com/images/M/MV5BMjA2MzUxMTM3M15BMl5BanBnXkFtZTgwMzA2NzkxMDE@._V1_SX300.jpg,41,5.6,"81,261","$8,008,161 "
1792,1793,2/24/2006,Doogal,20000000,7578946,28058652,Weinstein Co.,G,Adventure,"Dave Borthwick, Jean Duval, Frank Passingham","Paul Bassett, Tad Safran, Raoff Sanoussi","Jon Stewart, Judi Dench, Daniel Tay",78 min,English,"United States, United Kingdom, France",2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTkxODg1MTI5M15BMl5BanBnXkFtZTYwNjk1MDI3._V1_SX300.jpg,23,2.8,"5,324","$7,438,000 "
1793,1794,9/16/2005,Proof,20000000,7535331,8284331,Miramax,PG-13,Drama,John Madden,"David Auburn, Rebecca Miller","Gwyneth Paltrow, Anthony Hopkins, Hope Davis",100 min,English,United States,4 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMTMxMjM0MTY4Nl5BMl5BanBnXkFtZTcwMDU4MjEzMQ@@._V1_SX300.jpg,64,6.7,"45,842","$7,535,331 "
1794,1795,10/3/2008,An American Carol,20000000,7013191,7022183,Vivendi Entertainment,PG-13,Comedy,David Zucker,"David Zucker, Myrna Sokoloff, Lewis Friedman","Kevin P. Farley, Kelsey Grammer, Leslie Nielsen",83 min,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjA5MjAyNzcxMF5BMl5BanBnXkFtZTcwNTk2MzI5MQ@@._V1_SX300.jpg,20,4,"10,028","$7,013,191 "
1795,1796,3/14/2003,Willard,20000000,6882696,6882696,New Line,PG-13,Horror,Glen Morgan,"Glen Morgan, Gilbert Ralston, Stephen Gilbert","Crispin Glover, R. Lee Ermey, Laura Harring",100 min,English,"Canada, United States",1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BNDVkNGUyMjktMTU2NS00YzFkLTkzOTgtNjU1Zjc4Yjc0YzRhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,61,6.1,"20,200","$6,886,089 "
1796,1797,2/1/2008,Strange Wilderness,20000000,6575282,6947084,Paramount Vantage,R,Comedy,Fred Wolf,"Peter Gaulke, Fred Wolf","Steve Zahn, Allen Covert, Justin Long",87 min,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTI1MTI1OTUxNl5BMl5BanBnXkFtZTcwMDQzMjU1MQ@@._V1_SX300.jpg,12,5.2,"22,513","$6,575,282 "
1797,1798,4/24/2015,Little Boy,20000000,6485961,17768390,Open Road,PG-13,Drama,Alejandro Monteverde,"Alejandro Monteverde, Pepe Portillo","Jakob Salvati, Emily Watson, David Henrie",106 min,English,"Mexico, United States",2 nominations,https://m.media-amazon.com/images/M/MV5BMTU5MjMyODcxMF5BMl5BanBnXkFtZTgwMzIwMDM2NDE@._V1_SX300.jpg,30,7.3,"23,887","$6,485,961 "
1798,1799,10/26/2012,Chasing Mavericks,20000000,6002756,8300821,20th Century Fox,PG,Drama,"Michael Apted, Curtis Hanson","Kario Salem, Jim Meenaghan, Brandon Hooper","Jonny Weston, Gerard Butler, Elisabeth Shue",116 min,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMzc5MTU5MTk2OF5BMl5BanBnXkFtZTcwMzg3NjcxOA@@._V1_SX300.jpg,45,7.1,"34,081","$6,002,756 "
1799,1800,12/31/2014,A Most Violent Year,20000000,5749134,8398291,A24,R,Drama,J.C. Chandor,J.C. Chandor,"Oscar Isaac, Jessica Chastain, David Oyelowo",125 min,"English, Spanish","United States, United Arab Emirates",15 wins & 52 nominations,https://m.media-amazon.com/images/M/MV5BMjE4OTY4ODg3Ml5BMl5BanBnXkFtZTgwMTI1MTg1MzE@._V1_SX300.jpg,79,7,"75,957","$5,749,134 "
1800,1801,11/23/2011,A Dangerous Method,20000000,5702083,14807531,Sony Pictures Classics,R,Drama,David Cronenberg,"Christopher Hampton, John Kerr","Michael Fassbender, Keira Knightley, Viggo Mortensen",99 min,English,"United Kingdom, Germany, Canada, United States, Switzerland",18 wins & 28 nominations,https://m.media-amazon.com/images/M/MV5BMTU5Mjk3NjgxMl5BMl5BanBnXkFtZTcwMDM5MjA5Ng@@._V1_SX300.jpg,76,6.4,"107,003","$5,704,709 "
1801,1802,8/14/2009,Bandslam,20000000,5210988,12967829,Summit Entertainment,PG,Comedy,Todd Graff,"Josh A. Cagan, Todd Graff","Aly Michalka, Vanessa Hudgens, Gaelan Connell",111 min,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTg0MDI4MTIzMV5BMl5BanBnXkFtZTcwMDU5MjI2Mg@@._V1_SX300.jpg,66,6.3,"15,019","$5,210,988 "
1802,1803,1/28/2005,Alone in the Dark,20000000,5178569,8178569,Lionsgate,R,Horror,Uwe Boll,"Elan Mastai, Michael Roesch, Peter Scheerer","Christian Slater, Tara Reid, Stephen Dorff",96 min,English,"Canada, Germany, United States",4 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTIxNDI5ODY2MF5BMl5BanBnXkFtZTcwNzQ1NzcyMQ@@._V1_SX300.jpg,9,2.4,"46,658","$5,178,569 "
